tanggal,temperatur_rata,kelembapan_rata,curah_hujan,lamanya_penyinaran_matahari,kecepatan_angin_rata,cuaca
2022-12-17,28.2,85.0,33.0,2.6,2.0,Hujan Sedang
2022-12-18,28.4,84.0,8.0,7.4,2.0,Hujan Ringan
2022-12-19,28.1,83.0,3.4,7.3,1.0,Hujan Ringan
2022-12-20,28.1,85.0,3.4,1.8,1.0,Hujan Ringan
2022-12-21,28.2,86.0,6.8,5.1,2.0,Hujan Ringan
2022-12-22,27.5,87.0,0.6,4.9,2.0,Hujan Ringan
2022-12-23,26.3,88.0,43.7,0.0,2.0,Hujan Sedang
2022-12-24,26.6,91.0,1.0,0.0,1.0,Hujan Ringan
2022-12-25,25.3,94.0,15.3,1.2,1.0,Hujan Ringan
2022-12-26,25.4,94.0,3.4,0.0,1.0,Hujan Ringan
2022-12-27,25.1,92.0,22.3,0.0,2.0,Hujan Sedang
2022-12-28,25.2,91.0,0.3,1.7,3.0,Hujan Ringan
2022-12-29,25.2,92.0,26.1,1.0,2.0,Hujan Sedang
2022-12-30,25.3,94.0,8.9,0.2,1.0,Hujan Ringan
2022-12-31,24.9,94.0,3.2,0.0,2.0,Hujan Ringan
2023-01-01,25.5,94.0,6.8,0.4,2.0,Hujan Ringan
2023-01-02,26.6,89.0,5.3,2.1,2.0,Hujan Ringan
2023-01-03,24.9,92.0,3.3,1.4,2.0,Hujan Ringan
2023-01-04,25.3,94.0,3.4,0.0,1.0,Hujan Ringan
2023-01-05,26.5,88.0,56.4,0.9,2.0,Hujan Lebat
2023-01-07,28.9,82.0,3.4,8.9,3.0,Hujan Ringan
2023-01-08,27.5,84.0,3.4,9.2,3.0,Hujan Ringan
2023-01-09,28.8,82.0,3.4,4.1,3.0,Hujan Ringan
2023-01-10,29.2,79.0,3.4,6.5,3.0,Hujan Ringan
2023-01-11,28.6,79.0,0.0,4.6,2.0,Cerah
2023-01-12,28.9,82.0,3.4,2.8,1.0,Hujan Ringan
2023-01-13,28.3,84.0,3.4,8.4,2.0,Hujan Ringan
2023-01-14,28.8,84.0,0.1,3.6,1.0,Hujan Ringan
2023-01-15,28.7,81.0,1.2,6.6,2.0,Hujan Ringan
2023-01-16,27.5,86.0,3.4,7.3,2.0,Hujan Ringan
2023-01-17,26.9,88.0,14.5,4.9,2.0,Hujan Ringan
2023-01-18,26.7,89.0,0.0,0.0,1.0,Cerah
2023-01-19,27.0,88.0,6.9,0.0,2.0,Hujan Ringan
2023-01-20,27.5,86.0,3.4,2.3,2.0,Hujan Ringan
2023-01-21,28.0,84.0,3.4,2.5,2.0,Hujan Ringan
2023-01-22,28.4,83.0,3.4,5.7,3.0,Hujan Ringan
2023-01-23,28.1,81.0,3.4,8.2,3.0,Hujan Ringan
2023-01-25,26.3,86.0,3.4,5.2,3.0,Hujan Ringan
2023-01-26,27.4,86.0,3.4,0.0,2.0,Hujan Ringan
2023-01-27,27.4,87.0,3.4,1.3,1.0,Hujan Ringan
2023-01-28,25.5,94.0,2.6,0.0,1.0,Hujan Ringan
2023-01-29,27.0,88.0,8.8,0.0,2.0,Hujan Ringan
2023-01-30,27.8,85.0,3.4,0.3,2.0,Hujan Ringan
2023-01-31,26.8,87.0,3.4,3.1,1.0,Hujan Ringan
2023-02-01,26.2,92.0,11.6,1.0,2.0,Hujan Ringan
2023-02-02,27.4,89.0,3.3,0.2,1.0,Hujan Ringan
2023-02-03,26.1,89.0,9.6,0.1,1.0,Hujan Ringan
2023-02-04,27.6,87.0,3.4,1.2,0.0,Hujan Ringan
2023-02-06,28.5,82.0,0.6,7.4,3.0,Hujan Ringan
2023-02-07,27.5,86.0,3.4,2.5,2.0,Hujan Ringan
2023-02-08,27.1,85.0,16.7,0.7,2.0,Hujan Ringan
2023-02-10,27.7,86.0,3.4,1.7,3.0,Hujan Ringan
2023-02-11,25.8,92.0,48.3,5.2,1.0,Hujan Sedang
2023-02-13,26.3,90.0,2.2,0.0,3.0,Hujan Ringan
2023-02-15,26.7,88.0,3.4,0.6,3.0,Hujan Ringan
2023-02-16,26.8,88.0,5.5,3.4,2.0,Hujan Ringan
2023-02-17,26.0,90.0,1.8,2.7,1.0,Hujan Ringan
2023-02-18,27.4,87.0,3.4,0.7,2.0,Hujan Ringan
2023-02-19,27.6,88.0,1.4,5.5,2.0,Hujan Ringan
2023-02-20,27.3,84.0,3.4,7.6,3.0,Hujan Ringan
2023-02-21,26.4,91.0,3.4,6.9,3.0,Hujan Ringan
2023-02-22,26.3,91.0,10.1,3.6,2.0,Hujan Ringan
2023-02-23,26.4,92.0,6.5,1.2,2.0,Hujan Ringan
2023-02-24,25.4,96.0,65.0,3.6,1.0,Hujan Lebat
2023-02-25,26.0,93.0,71.5,0.0,2.0,Hujan Lebat
2023-02-26,25.4,96.0,12.2,0.7,2.0,Hujan Ringan
2023-02-27,26.3,90.0,105.0,1.2,2.0,Hujan Lebat
2023-02-28,26.7,88.0,11.7,0.7,2.0,Hujan Ringan
2023-03-01,25.7,91.0,4.1,3.4,2.0,Hujan Ringan
2023-03-03,26.3,90.0,1.9,0.0,2.0,Hujan Ringan
2023-03-04,26.9,83.0,22.2,4.3,2.0,Hujan Sedang
2023-03-05,25.9,90.0,1.6,1.1,2.0,Hujan Ringan
2023-03-07,27.8,84.0,3.4,7.9,2.0,Hujan Ringan
2023-03-08,26.3,90.0,3.4,9.3,1.0,Hujan Ringan
2023-03-09,27.3,84.0,2.0,3.1,2.0,Hujan Ringan
2023-03-10,27.0,83.0,17.9,5.5,2.0,Hujan Ringan
2023-03-11,27.4,84.0,53.7,5.7,1.0,Hujan Lebat
2023-03-12,27.7,84.0,3.4,5.6,1.0,Hujan Ringan
2023-03-13,28.0,78.0,3.4,2.1,2.0,Hujan Ringan
2023-03-14,27.1,86.0,0.2,5.5,2.0,Hujan Ringan
2023-03-15,25.1,92.0,65.0,0.7,1.0,Hujan Lebat
2023-03-16,27.3,82.0,0.3,0.0,2.0,Hujan Ringan
2023-03-17,28.0,83.0,3.4,6.4,1.0,Hujan Ringan
2023-03-18,28.4,78.0,0.6,5.0,2.0,Hujan Ringan
2023-03-19,28.3,80.0,3.4,9.1,1.0,Hujan Ringan
2023-03-20,28.0,80.0,3.4,4.9,1.0,Hujan Ringan
2023-03-21,28.0,77.0,3.4,6.7,2.0,Hujan Ringan
2023-03-22,28.9,80.0,3.1,5.7,1.0,Hujan Ringan
2023-03-23,29.4,79.0,3.4,4.9,2.0,Hujan Ringan
2023-03-24,29.6,78.0,3.4,5.6,2.0,Hujan Ringan
2023-03-25,28.6,82.0,3.4,5.5,2.0,Hujan Ringan
2023-03-26,27.4,85.0,3.0,3.1,2.0,Hujan Ringan
2023-03-27,26.9,84.0,5.7,5.3,1.0,Hujan Ringan
2023-03-28,27.0,86.0,18.4,3.2,1.0,Hujan Ringan
2023-03-29,26.5,86.0,3.4,0.1,2.0,Hujan Ringan
2023-03-30,26.9,86.0,14.0,2.6,2.0,Hujan Ringan
2023-03-31,28.4,77.0,4.6,4.3,2.0,Hujan Ringan
2023-04-01,27.2,82.0,3.4,2.7,3.0,Hujan Ringan
2023-04-02,28.4,80.0,6.0,0.1,2.0,Hujan Ringan
2023-04-03,28.2,76.0,3.4,6.0,2.0,Hujan Ringan
2023-04-04,28.1,77.0,3.4,8.3,2.0,Hujan Ringan
2023-04-05,28.4,73.0,3.4,3.5,2.0,Hujan Ringan
2023-04-06,28.8,72.0,3.4,9.5,3.0,Hujan Ringan
2023-04-07,28.6,74.0,3.4,4.1,2.0,Hujan Ringan
2023-04-08,29.8,68.0,3.4,9.1,2.0,Hujan Ringan
2023-04-09,29.0,72.0,3.4,8.2,2.0,Hujan Ringan
2023-04-13,28.3,78.0,3.4,9.3,2.0,Hujan Ringan
2023-04-14,29.0,74.0,0.0,3.6,2.0,Cerah
2023-04-15,29.9,71.0,0.5,6.1,3.0,Hujan Ringan
2023-04-16,29.4,72.0,3.4,7.6,2.0,Hujan Ringan
2023-04-17,30.0,72.0,3.4,4.4,2.0,Hujan Ringan
2023-04-18,29.6,76.0,0.5,9.9,2.0,Hujan Ringan
2023-04-19,29.2,80.0,3.4,3.6,2.0,Hujan Ringan
2023-04-20,29.0,82.0,5.3,6.6,1.0,Hujan Ringan
2023-04-21,28.6,81.0,11.5,3.0,1.0,Hujan Ringan
2023-04-22,29.7,77.0,3.4,5.1,2.0,Hujan Ringan
2023-04-23,28.8,79.0,3.4,7.7,1.0,Hujan Ringan
2023-04-24,29.1,78.0,3.4,6.3,2.0,Hujan Ringan
2023-04-25,29.2,77.0,1.8,6.9,2.0,Hujan Ringan
2023-04-26,28.7,80.0,3.4,5.1,1.0,Hujan Ringan
2023-04-27,29.0,78.0,14.9,6.6,2.0,Hujan Ringan
2023-04-28,27.7,88.0,7.6,5.0,1.0,Hujan Ringan
2023-04-29,27.8,85.0,25.3,1.1,1.0,Hujan Sedang
2023-04-30,29.0,83.0,0.7,3.0,1.0,Hujan Ringan
2023-05-01,28.9,84.0,0.9,2.0,1.0,Hujan Ringan
2023-05-02,29.0,85.0,1.0,1.7,2.0,Hujan Ringan
2023-05-03,29.5,82.0,3.4,2.5,2.0,Hujan Ringan
2023-05-04,28.9,85.0,2.3,4.1,2.0,Hujan Ringan
2023-05-05,29.0,86.0,29.4,4.5,2.0,Hujan Sedang
2023-05-06,28.8,85.0,3.4,5.4,1.0,Hujan Ringan
2023-05-07,28.0,87.0,5.4,2.0,1.0,Hujan Ringan
2023-05-08,28.0,86.0,3.4,3.8,2.0,Hujan Ringan
2023-05-09,29.3,81.0,4.5,2.3,2.0,Hujan Ringan
2023-05-10,30.3,82.0,0.5,4.5,2.0,Hujan Ringan
2023-05-11,28.8,84.0,3.4,6.7,2.0,Hujan Ringan
2023-05-12,32.2,74.0,3.4,3.6,3.0,Hujan Ringan
2023-05-13,28.9,87.0,3.4,9.4,2.0,Hujan Ringan
2023-05-14,31.1,74.0,5.8,6.7,2.0,Hujan Ringan
2023-05-15,28.9,82.0,3.4,7.0,1.0,Hujan Ringan
2023-05-16,29.0,78.0,3.4,9.5,2.0,Hujan Ringan
2023-05-17,29.3,76.0,3.4,7.5,2.0,Hujan Ringan
2023-05-18,28.9,83.0,3.4,8.5,1.0,Hujan Ringan
2023-05-19,28.3,86.0,3.4,0.0,1.0,Hujan Ringan
2023-05-20,29.1,82.0,8.0,3.7,1.0,Hujan Ringan
2023-05-21,28.3,85.0,3.4,2.2,2.0,Hujan Ringan
2023-05-22,28.5,84.0,10.8,6.4,2.0,Hujan Ringan
2023-05-23,29.1,82.0,0.5,6.2,1.0,Hujan Ringan
2023-05-24,28.8,81.0,3.4,6.4,1.0,Hujan Ringan
2023-05-25,29.3,82.0,3.4,1.8,2.0,Hujan Ringan
2023-05-26,31.4,76.0,3.4,4.7,2.0,Hujan Ringan
2023-05-27,29.0,86.0,3.4,5.9,0.0,Hujan Ringan
2023-05-28,28.7,87.0,21.7,3.2,1.0,Hujan Sedang
2023-05-29,30.8,80.0,3.4,3.3,1.0,Hujan Ringan
2023-05-30,30.9,78.0,3.4,2.4,2.0,Hujan Ringan
2023-05-31,31.1,76.0,3.4,3.2,2.0,Hujan Ringan
2023-06-01,28.9,81.0,3.4,7.7,1.0,Hujan Ringan
2023-06-02,29.8,80.0,3.4,5.0,2.0,Hujan Ringan
2023-06-03,31.3,77.0,3.4,6.6,2.0,Hujan Ringan
2023-06-04,29.6,78.0,3.4,5.6,1.0,Hujan Ringan
2023-06-05,28.9,83.0,3.4,7.7,1.0,Hujan Ringan
2023-06-06,27.5,88.0,1.0,6.0,2.0,Hujan Ringan
2023-06-07,30.0,78.0,20.0,2.5,1.0,Hujan Ringan
2023-06-08,29.4,78.0,3.4,4.4,2.0,Hujan Ringan
2023-06-09,29.3,82.0,3.4,4.9,1.0,Hujan Ringan
2023-06-10,29.1,79.0,3.4,10.1,0.0,Hujan Ringan
2023-06-11,29.2,79.0,3.4,5.6,1.0,Hujan Ringan
2023-06-12,30.7,77.0,3.4,8.6,1.0,Hujan Ringan
2023-06-13,29.4,82.0,3.4,5.5,1.0,Hujan Ringan
2023-06-14,28.6,83.0,0.8,4.1,1.0,Hujan Ringan
2023-06-15,30.5,74.0,19.0,3.7,2.0,Hujan Ringan
2023-06-16,25.7,92.0,2.0,6.7,1.0,Hujan Ringan
2023-06-17,27.3,85.0,9.3,0.0,1.0,Hujan Ringan
2023-06-18,27.9,88.0,3.4,0.0,1.0,Hujan Ringan
2023-06-19,26.9,89.0,1.6,4.6,1.0,Hujan Ringan
2023-06-20,28.2,84.0,17.0,2.8,2.0,Hujan Ringan
2023-06-21,28.6,88.0,3.4,4.6,2.0,Hujan Ringan
2023-06-22,28.8,82.0,34.7,5.3,2.0,Hujan Sedang
2023-06-23,28.9,86.0,1.9,5.9,1.0,Hujan Ringan
2023-06-24,29.0,82.0,1.0,3.9,2.0,Hujan Ringan
2023-06-25,28.5,86.0,3.4,4.2,2.0,Hujan Ringan
2023-06-26,27.6,86.0,12.0,3.7,1.0,Hujan Ringan
2023-06-27,28.4,79.0,3.4,7.8,1.0,Hujan Ringan
2023-06-28,28.5,82.0,1.8,6.8,2.0,Hujan Ringan
2023-06-29,28.7,84.0,1.8,6.2,2.0,Hujan Ringan
2023-06-30,28.9,83.0,1.0,6.5,1.0,Hujan Ringan
2023-07-01,28.7,83.0,3.4,6.3,1.0,Hujan Ringan
2023-07-02,28.8,82.0,3.4,4.1,2.0,Hujan Ringan
2023-07-03,28.5,81.0,1.3,2.4,2.0,Hujan Ringan
2023-07-04,28.0,77.0,7.0,2.5,1.0,Hujan Ringan
2023-07-05,28.4,77.0,3.4,5.9,1.0,Hujan Ringan
2023-07-06,27.2,85.0,2.0,4.9,1.0,Hujan Ringan
2023-07-07,26.7,87.0,0.5,0.3,2.0,Hujan Ringan
2023-07-08,26.7,85.0,19.2,1.2,2.0,Hujan Ringan
2023-07-09,27.8,84.0,0.6,4.8,2.0,Hujan Ringan
2023-07-10,28.8,83.0,3.4,7.8,2.0,Hujan Ringan
2023-07-11,28.6,83.0,3.4,5.3,2.0,Hujan Ringan
2023-07-12,28.8,81.0,3.4,9.2,2.0,Hujan Ringan
2023-07-13,28.5,76.0,3.4,6.6,2.0,Hujan Ringan
2023-07-14,28.0,87.0,3.4,6.4,1.0,Hujan Ringan
2023-07-15,28.1,81.0,0.2,3.3,1.0,Hujan Ringan
2023-07-16,28.5,77.0,3.4,3.4,1.0,Hujan Ringan
2023-07-17,28.5,76.0,3.4,5.8,1.0,Hujan Ringan
2023-07-18,28.6,78.0,3.4,7.8,3.0,Hujan Ringan
2023-07-19,28.8,76.0,3.4,10.5,2.0,Hujan Ringan
2023-07-20,28.3,70.0,3.4,10.1,2.0,Hujan Ringan
2023-07-21,28.5,78.0,3.4,8.3,2.0,Hujan Ringan
2023-07-22,29.2,80.0,3.4,5.7,2.0,Hujan Ringan
2023-07-23,28.6,82.0,3.4,2.7,2.0,Hujan Ringan
2023-07-24,28.2,84.0,3.4,7.2,1.0,Hujan Ringan
2023-07-25,27.9,84.0,3.4,4.6,1.0,Hujan Ringan
2023-07-26,27.8,86.0,22.7,1.8,1.0,Hujan Sedang
2023-07-27,28.0,83.0,3.4,1.0,1.0,Hujan Ringan
2023-07-28,28.4,78.0,3.4,2.7,2.0,Hujan Ringan
2023-07-29,28.0,79.0,3.4,8.0,2.0,Hujan Ringan
2023-07-30,28.3,77.0,3.4,5.7,2.0,Hujan Ringan
2023-07-31,28.3,78.0,3.4,5.4,2.0,Hujan Ringan
2023-08-01,28.4,74.0,3.4,9.9,3.0,Hujan Ringan
2023-08-02,28.3,83.0,3.4,10.3,1.0,Hujan Ringan
2023-08-03,28.9,83.0,2.4,1.2,2.0,Hujan Ringan
2023-08-04,29.1,80.0,3.4,3.9,2.0,Hujan Ringan
2023-08-05,29.1,72.0,3.4,9.1,2.0,Hujan Ringan
2023-08-06,28.8,78.0,3.4,9.9,2.0,Hujan Ringan
2023-08-07,28.5,84.0,3.4,3.4,2.0,Hujan Ringan
2023-08-08,29.0,82.0,3.4,3.0,2.0,Hujan Ringan
2023-08-09,29.0,80.0,3.4,8.5,2.0,Hujan Ringan
2023-08-10,28.7,78.0,3.4,9.9,1.0,Hujan Ringan
2023-08-11,28.4,84.0,3.4,9.2,2.0,Hujan Ringan
2023-08-12,28.2,75.0,3.4,3.4,2.0,Hujan Ringan
2023-08-13,27.7,76.0,3.4,7.1,2.0,Hujan Ringan
2023-08-14,28.1,76.0,3.4,8.0,2.0,Hujan Ringan
2023-08-15,28.5,80.0,3.4,7.3,2.0,Hujan Ringan
2023-08-16,28.5,78.0,3.4,7.3,2.0,Hujan Ringan
2023-08-17,28.5,69.0,3.4,7.3,2.0,Hujan Ringan
2023-08-18,28.0,74.0,3.4,10.0,2.0,Hujan Ringan
2023-08-19,28.4,73.0,3.4,8.9,1.0,Hujan Ringan
2023-08-20,29.1,75.0,3.4,8.3,2.0,Hujan Ringan
2023-08-21,27.9,76.0,3.4,7.4,1.0,Hujan Ringan
2023-08-22,28.2,73.0,3.4,7.1,2.0,Hujan Ringan
2023-08-23,28.7,72.0,3.4,7.0,2.0,Hujan Ringan
2023-08-24,29.1,73.0,3.4,5.4,2.0,Hujan Ringan
2023-08-25,29.2,77.0,3.4,9.3,2.0,Hujan Ringan
2023-08-26,28.9,76.0,3.4,8.7,2.0,Hujan Ringan
2023-08-27,28.9,78.0,3.4,5.5,2.0,Hujan Ringan
2023-08-28,27.6,77.0,1.2,2.4,2.0,Hujan Ringan
2023-08-29,28.2,72.0,3.4,3.5,2.0,Hujan Ringan
2023-08-30,28.4,70.0,3.4,8.1,2.0,Hujan Ringan
2023-08-31,28.3,76.0,3.4,8.9,2.0,Hujan Ringan
2023-09-01,28.4,78.0,3.4,5.3,2.0,Hujan Ringan
2023-09-02,28.6,75.0,3.4,5.2,2.0,Hujan Ringan
2023-09-03,28.8,66.0,3.4,5.7,2.0,Hujan Ringan
2023-09-04,28.1,64.0,3.4,6.7,3.0,Hujan Ringan
2023-09-05,28.4,64.0,3.4,7.7,2.0,Hujan Ringan
2023-09-06,28.4,69.0,3.4,9.4,2.0,Hujan Ringan
2023-09-07,28.9,71.0,3.4,9.0,2.0,Hujan Ringan
2023-09-08,29.3,73.0,3.4,9.0,3.0,Hujan Ringan
2023-09-09,29.1,71.0,3.4,7.0,2.0,Hujan Ringan
2023-09-10,28.3,74.0,3.4,6.7,2.0,Hujan Ringan
2023-09-11,28.8,74.0,3.4,7.1,2.0,Hujan Ringan
2023-09-12,29.4,74.0,3.4,7.0,3.0,Hujan Ringan
2023-09-13,29.4,77.0,3.4,9.7,3.0,Hujan Ringan
2023-09-14,29.0,74.0,3.4,7.5,2.0,Hujan Ringan
2023-09-15,28.9,76.0,3.4,6.3,2.0,Hujan Ringan
2023-09-16,29.3,75.0,3.4,8.2,2.0,Hujan Ringan
2023-09-17,29.4,76.0,3.4,7.7,2.0,Hujan Ringan
2023-09-18,29.9,76.0,3.4,6.0,2.0,Hujan Ringan
2023-09-19,28.5,83.0,3.4,7.5,1.0,Hujan Ringan
2023-09-20,28.8,78.0,28.9,0.9,2.0,Hujan Sedang
2023-09-21,29.2,76.0,3.4,6.6,2.0,Hujan Ringan
2023-09-22,28.9,76.0,1.5,7.5,2.0,Hujan Ringan
2023-09-23,28.0,75.0,3.4,10.5,2.0,Hujan Ringan
2023-09-24,29.2,76.0,3.4,2.8,1.0,Hujan Ringan
2023-09-25,29.9,72.0,3.4,6.4,2.0,Hujan Ringan
2023-09-26,29.7,70.0,3.4,9.5,2.0,Hujan Ringan
2023-09-27,29.4,65.0,3.4,9.2,3.0,Hujan Ringan
2023-09-28,29.7,65.0,3.4,10.0,3.0,Hujan Ringan
2023-09-29,30.3,66.0,3.4,9.9,3.0,Hujan Ringan
2023-09-30,29.0,76.0,3.4,10.0,2.0,Hujan Ringan
2023-10-01,29.1,76.0,3.4,9.6,2.0,Hujan Ringan
2023-10-02,29.5,72.0,3.4,5.4,2.0,Hujan Ringan
2023-10-03,29.3,74.0,3.4,7.2,2.0,Hujan Ringan
2023-10-04,29.7,77.0,0.0,8.3,2.0,Cerah
2023-10-05,30.5,78.0,3.4,9.7,2.0,Hujan Ringan
2023-10-06,29.6,79.0,3.4,9.7,2.0,Hujan Ringan
2023-10-07,30.0,80.0,3.4,6.5,1.0,Hujan Ringan
2023-10-08,30.3,73.0,3.4,7.5,3.0,Hujan Ringan
2023-10-09,30.2,75.0,3.4,9.2,3.0,Hujan Ringan
2023-10-10,30.7,77.0,3.4,9.6,2.0,Hujan Ringan
2023-10-11,30.8,80.0,3.4,8.0,2.0,Hujan Ringan
2023-10-12,30.2,75.0,3.4,4.1,2.0,Hujan Ringan
2023-10-13,30.9,70.0,3.4,8.8,2.0,Hujan Ringan
2023-10-14,30.3,68.0,3.4,7.2,2.0,Hujan Ringan
2023-10-15,30.5,64.0,3.4,6.9,2.0,Hujan Ringan
2023-10-16,31.1,66.0,3.4,5.0,2.0,Hujan Ringan
2023-10-18,30.4,64.0,3.4,9.2,2.0,Hujan Ringan
2023-10-19,30.2,64.0,3.4,9.2,3.0,Hujan Ringan
2023-10-20,29.7,73.0,3.4,8.7,2.0,Hujan Ringan
2023-10-21,30.8,70.0,3.4,7.3,2.0,Hujan Ringan
2023-10-22,30.8,70.0,3.4,9.4,2.0,Hujan Ringan
2023-10-23,32.2,85.0,0.0,8.0,2.0,Cerah
2023-10-24,29.8,72.0,3.4,7.5,2.0,Hujan Ringan
2023-10-25,28.8,76.0,8.4,7.4,1.0,Hujan Ringan
2023-10-26,30.0,76.0,5.0,2.8,2.0,Hujan Ringan
2023-10-27,30.0,72.0,3.4,7.6,2.0,Hujan Ringan
2023-10-28,30.8,68.0,3.4,8.8,2.0,Hujan Ringan
2023-10-29,30.6,68.0,3.4,10.6,2.0,Hujan Ringan
2023-11-01,31.5,68.0,3.4,7.4,2.0,Hujan Ringan
2023-11-02,31.9,67.0,3.4,5.7,2.0,Hujan Ringan
2023-11-03,31.6,66.0,3.4,6.5,2.0,Hujan Ringan
2023-11-04,31.3,70.0,3.4,5.3,2.0,Hujan Ringan
2023-11-05,28.5,83.0,35.5,2.5,1.0,Hujan Sedang
2023-11-06,31.2,70.0,27.5,2.1,2.0,Hujan Sedang
2023-11-07,31.8,68.0,3.4,7.0,2.0,Hujan Ringan
2023-11-08,31.9,69.0,3.4,7.2,1.0,Hujan Ringan
2023-11-09,31.9,68.0,3.4,7.2,1.0,Hujan Ringan
2023-11-10,31.3,71.0,3.4,4.8,2.0,Hujan Ringan
2023-11-11,30.7,73.0,18.0,3.6,2.0,Hujan Ringan
2023-11-12,31.1,68.0,3.4,4.5,1.0,Hujan Ringan
2023-11-14,31.1,72.0,3.4,6.8,2.0,Hujan Ringan
2023-11-15,30.2,75.0,13.8,5.2,1.0,Hujan Ringan
2023-11-16,31.8,68.0,1.2,3.1,2.0,Hujan Ringan
2023-11-17,31.6,72.0,3.4,7.4,1.0,Hujan Ringan
2023-11-18,30.8,72.0,1.5,5.1,1.0,Hujan Ringan
2023-11-19,32.0,70.0,2.5,4.9,2.0,Hujan Ringan
2023-11-20,31.5,69.0,18.2,8.6,2.0,Hujan Ringan
2023-11-22,31.7,67.0,1.0,6.2,2.0,Hujan Ringan
2023-11-23,29.5,77.0,3.4,5.0,2.0,Hujan Ringan
2023-11-24,29.8,80.0,1.8,0.0,2.0,Hujan Ringan
2023-11-25,25.9,93.0,20.5,2.4,1.0,Hujan Sedang
2023-11-26,30.1,73.0,32.0,0.0,2.0,Hujan Sedang
2023-11-27,28.1,83.0,3.4,6.2,1.0,Hujan Ringan
2023-11-28,30.3,73.0,10.0,0.4,2.0,Hujan Ringan
2023-11-29,31.4,70.0,3.4,3.4,2.0,Hujan Ringan
2023-11-30,28.5,83.0,43.4,7.0,1.0,Hujan Sedang
2023-12-01,27.1,88.0,1.4,2.7,1.0,Hujan Ringan
2023-12-02,30.3,74.0,0.1,0.0,1.0,Hujan Ringan
2023-12-03,29.3,77.0,1.3,4.1,1.0,Hujan Ringan
2023-12-04,26.8,91.0,38.4,2.7,0.0,Hujan Sedang
2023-12-05,30.3,73.0,1.0,0.0,1.0,Hujan Ringan
2023-12-06,29.9,74.0,3.4,5.4,1.0,Hujan Ringan
2023-12-07,30.3,77.0,1.8,6.3,1.0,Hujan Ringan
2023-12-08,28.7,84.0,3.4,2.5,1.0,Hujan Ringan
2023-12-09,29.6,78.0,71.5,5.1,1.0,Hujan Lebat
2023-12-10,29.6,78.0,16.8,1.3,1.0,Hujan Ringan
2023-12-11,31.2,70.0,3.4,0.0,2.0,Hujan Ringan
2023-12-12,30.9,74.0,3.4,6.5,2.0,Hujan Ringan
2023-12-13,31.3,69.0,3.4,4.5,1.0,Hujan Ringan
2023-12-14,32.2,64.0,3.4,8.6,2.0,Hujan Ringan
2023-12-15,32.1,64.0,3.4,8.7,1.0,Hujan Ringan
2023-12-17,32.0,63.0,3.4,9.6,2.0,Hujan Ringan
